-59	0.8571	0.0031											
-50	0.833	0.003											
-41	0.8176	0.003											
-32	0.8171	0.0025											
-23	0.8581	0.0026											
-19	0.826	0.003											
-15	0.8412	0.0036											
-11	0.826	0.003											
-6	0.7913	0.0029											
3	0.7846	0.0028											
													
													
													
