-58	1.0119	0.0017
-55	1.0198	0.0015
-49	1.0388	0.0015
-46	1.0448	0.0016
-42	1.055	0.0037
-40	1.0626	0.0037
-37	1.0756	0.0037
-34	1.0811	0.0084
-32	1.0932	0.0038
-29	1.1024	0.0038
-28	1.1065	0.0038
-27	1.1036	0.005
-26	1.1146	0.0038
-25	1.1092	0.0049
-23	1.101	0.0054
-21	1.1042	0.0038
-20	1.0618	0.0076
-19	1.0594	0.0037
-18	1.0419	0.0036
-16	1.0196	0.0016
-15	0.9815	0.0016
-14	0.9723	0.0014
-13	0.9652	0.0015
