-30	1.1279	0.0044
-25	1.1907	0.0044
-21	1.1819	0.0042
-18	1.0688	0.004
-14	0.9126	0.0034
-10	0.8761	0.0034
0	0.867	0.0036
5	0.8676	0.0036
10	0.8752	0.0036
14	0.8704	0.0034
19	0.873	0.0034
28	0.8726	0.0035
32	0.8747	0.0035
38	0.8802	0.0036
44	0.8701	0.0035
51	0.8696	0.0038
61	0.879	0.0035
